Language_area;Surname_Name;Pseudonym(s);Year_Birth;Year_Death;Nationality;Gender;Journal(s);Notes
DE;Mülbe, Wolf-Heinrich von der;"Mülbe, Wolfdietrich von der; Mülbe, Wolfheinrich von der";1879;1965;DE;M;"ME; MO";"German writer and translator; studied medicine, law, literary and art history; PhD 1904 Breslau; 1905-06 volunteer at the Kestner-Museum; lecturer of art history; 1915 writer, translator, poet in Munich; travelled to France, Italy and Denmark https://de.wikipedia.org/wiki/Wolf-Heinrich_von_der_M%C3%BClbe"
DE;Müller, Hans Dieter;NONE;Missing;Missing;Missing;M;MO;
DE;Müller, Max;NONE;Missing;Missing;Missing;M;MO;
DE;Münz, Erwin Karl;NONE;1912;1978;DE;M;GT;"German novelist and poet; studies Drama, French, English and German, forbidden from publishing during Nazi period; works as interpreter during the war in France; after WW2 working for Süddeutsche Rundfunk
https://deacademic.com/dic.nsf/dewiki/407209"
DE;Nagel, Ivan;NONE;1931;2012;"HU; DE";M;MO;"Critic, writer, theatre director; studied under Horkheimer/Adorno, worked as a dramaturg in Munich and Hamburg, founder of the festival ‘Theater der Welt’; famous for his theoretical writings on theatre and biographies of directors
https://de.wikipedia.org/wiki/Ivan_Nagel"
DE;Nérac-Schoenberner, Eleonore;"Schoenberner, Eleonore; Nérac-Schoenberner, Eléonore; Nérac-Schönberner, Eleonore; Nérac-Schönberner, Ella; Kadach-Nérac, Eleonore";1889;1957;DE;F;NU;"born in Strasbourg, wife of Franz Schoenberner, Ellie Nérac-Kardach, novelist, fled with him to Switzerland, France and the US
https://en.wikipedia.org/wiki/Franz_Schoenberner 
https://neglectedbooks.com/?p=1510 
died in New York, possibly working from exile"
DE;Neumann, Stefanie;NONE;Missing;Missing;Missing;M;MO;
DE;Noah, Heinz;NONE;Missing;Missing;Missing;M;"GT; NU";Translated from Dutch into German
DE;Noeggerath, Felix;NONE;1885;1960;DE;M;ME;"German writer, translator, publisher and philosopher; 1904 studied philosophy, Indology and Indo-European studies in Munich, 1916 PhD Erlangen; married to the writer and translator Margarete Noeggerath-Bauer https://www.literaturportal-bayern.de/nachlaesse?task=lpbestate.default&id=233"
DE;Nostitz, Oswalt von;Nostitz, Oswalt M. von;1908;1997;DE;M;"ME; MO";"German diplomat, writer, and translator; studied law; from 1932 member of NSDAP; 1937-45 secretary of legation; Chairman of Bundesverband Deutscher Autoren; 1958-73 works for the European Commission and the European Atomic Energy Community; translated Antoine de Saint-Exupéry, Italo Calvino; Charles Péguy, Claude Tresmontant, Henri Bosco https://de.wikipedia.org/wiki/Oswalt_von_Nostitz"
DE;Nothardt, Fritz;NONE;Missing;Missing;Missing;M;NU;"Erzählungen, deutsch von Fritz Nothardt. Bibliothek Suhrkamp, Frankfurt am Main 1967 > wiki Hans Christian Branner https://de.wikipedia.org/wiki/Hans_Christian_Branner
author (Till Eulenspiegell lustige Schelmenstreiche, Rübezahl, Nordische Menschen und Länder, Umgang mit Völkern Band 8: Umgang mit Dänen)
https://www.booklooker.de/B%C3%BCcher/Angebote/autor=Fritz+Nothardt"
DE;Pagel, L. H.;NONE;Missing;Missing;Missing;F;ME;"Worked as freelance writer in England; translated from English"
DE;Palm, Erwin Walter;NONE;1910;1988;DE;M;ME;"Latin American scholar, historian, and writer; orthodox Jewish; the only survivor of the Holocaust from his family; studied archaeology at the University of Heidelberg; married to Jewish writer Hilde Domin; emigrated various times (to Italy, England, Santo Domingo), returned to Germany in 1954; wrote poetry and translated Spanish American poetry "
DE;Parigi, Ingrid;NONE;1907;Missing;Missing;F;ME;"Writer, journalist and translator; translated Dino Buzzati, Indro Montanelli"
DE;Pariser, Anton;NONE;1890;1965;AT;M;GT;"Austrian banker and translator, interest in French poetry; Jewish; social democrat; 1939 flees to France, interned, remains in France after the war, member of Austrian cultural institute in Paris
https://theodorkramer.at/projekte/exenberger/mitglieder/dr-anton-pariser"
DE;Peterich, Eckart;NONE;1900;1968;DE;M;GT;"German writer, journalist and translator, translated from Italian to German, directed German libraries in Italy
https://de.wikipedia.org/wiki/Eckart_Peterich"
DE;Picard, Fritz;NONE;Missing;Missing;Missing;M;UM;
DE;Picht, Gerda;NONE;Missing;Missing;Missing;F;ME;Translated from French
DE;Piesen, Ferdinand;NONE;1909;1994;Missing;M;UM;"German-speaking composer and translator; studies in Wien at the Konservatorium; composing in 1930s, persecuted by Nazis;1938 to Paris, interned during Occupation, after WW2 stays in France and earns living as translator, specialises in Sci-Fi (Perry Rhodan) https://de.wikipedia.org/wiki/Ferdinand_Piesen; inferred nationality AT or DE, but born in Krakow"
DE;Pilzer, Gerhard;NONE;Missing;Missing;Missing;M;MO;
DE;Piontek, Heinz;NONE;1925;2003;DE;M;ME;"German writer, literary critic, essayist and translator; wrote essays, poetry and narratives; 1945 prisoner of war; studied German; from 1960 member of Bavarian Academy of Fine Arts; from 1967 member of German Academy for Language and Literature; from 1968 member of PEN Centre Germany https://de.wikipedia.org/wiki/Heinz_Piontek"
DE;Piwitt, Hermann;NONE;1935;Missing;DE;M;MO;"Writer, editor, translator; translated works by Miodrag Bulatovic
https://de.wikipedia.org/wiki/Hermann_Peter_Piwitt"
DE;Platen, Alice;NONE;Missing;Missing;Missing;F;WA;Possibly Alice Ricciardi geb. Gräfin von Platen-Hallermund (1910 - 2008 in Cortona), Italian doctor and psychoanalyst of German extraction
DE;Politzer, Heinz;NONE;1910;1978;"AT; US";M;MO;"Writer, literary scholar; born in Vienna, became an American citizen in 1952; Kafka-expert
https://de.wikipedia.org/wiki/Heinz_Politzer"
DE;Rademacher, Susanna;NONE;1899;1980;DE;F;MO;"Translator; married to writer Hans Georg Brenner; founding member of the Verband deutschsprachiger Übersetzer (1954); translated works from Faulkner, Greene, Isherwood, Morrison, Nabokov, Orwell, Wolfe, ... https://de.wikipedia.org/wiki/Susanna_Rademacher"
DE;Rasch, Wolfdietrich;NONE;1903;1986;DE;M;WA;"German scholar of German literature, literary historian and translator; specialises in friendship in literature, during war member of NSDAP and career takes off during 1930s, Prof of Modern German Lit in Würzburg, loses post 1947 but subsequently gets professorial chair in Münster. https://de.wikipedia.org/wiki/Wolfdietrich_Rasch"
DE;Rechel, Eva;Rechel-Mertens, Eva;1895;1981;DE;F;ME;"German translator and scholar of Romance language and literature; PhD 1925; worked as assistant to Ernst Robert Curtius; translated from French (Balzac, Julien Green, Jean-Paul Sartre, Simone de Beauvoir) and Italian (Federico Fellini) https://de.wikipedia.org/wiki/Eva_Rechel-Mertens"
DE;Reifenberg, Maryla;"Reifenberg-Mazurkiewicz, Maryla; Mazurkiewicz, Maria Józefa von";1892;1981;PL;F;"ME; MO";"Writer and translator from Polish; born in Poland; married to writer and journalist Benno Reifenberg; https://www.deutsche-biographie.de/sfz105001.html"
DE;Reinhard, Ernst;NONE;Missing;Missing;Missing;M;MO;
DE;Reis, Kurt;"Costello, Conte; Karolyi, Stephan; Markus, Mario; Orlowski, Axel von; Ritter, Kurt";1928;Missing;DE;M;MO;"Writer, journalist, translator 
https://de.wikipedia.org/wiki/Kurt_Reis"
DE;Reischach-Scheffel, Margarete von;NONE;1894;1977;DE;F;ME;Translated from French
DE;Richter-Ruhland, Walter;Richter, Walter;1910;1975;DE;M;ME;"German bookseller, writer and translator; translated from Russian"
DE;Riha, Karl;NONE;1935;Missing;DE;M;MO;"Writer, literary scholar; born in CZ; 
https://de.wikipedia.org/wiki/Karl_Riha"
DE;Rilke, Rainer Maria;NONE;1879;1926;AT;M;NU;"poet (German and French), travelled to Italy, Russia, lived in France, translated works from French into German, was in Germany when WWI started, could not return to France, conscripted in 1916, military basic training in Vienna, worked in the war archive, dismissed from military service in July 1916 (help of influential friends), moved to Switzerland (1919), diagnosed with leukaemia, 
https://de.wikipedia.org/wiki/Rainer_Maria_Rilke"
DE;Rismondo, Piero;NONE;1905;1989;AT;M;MO;"Writer, director, journalist; translated works by Italo Sveve, Luigi Pirandello, Alberto Moravia, Carlo Goldoni ... 
https://de.wikipedia.org/wiki/Piero_Rismondo"
DE;Roeder, Eva;NONE;Missing;Missing;Missing;F;NU;
DE;Roediger, C.;NONE;Missing;Missing;Missing;M;ME;"Translated from English; Dr.; lecturer of English studies at the University of Tübingen"
DE;Roland, Elisabeth-Charlotte;NONE;Missing;Missing;DE;F;UM;"Co-editor of Die Umschau with Heinz Maus from Nov-Dez 1946 issue onwards; possibly at some point co-worker of Manès Sperber in Paris?; originally from East Prussia? Née Rechler?"
DE;Römer, Rudolf;NONE;Missing;Missing;Missing;M;KA;
DE;Ronai, Andreas;NONE;Missing;Missing;Missing;M;MO;
DE;Roque, Roger;NONE;Missing;Missing;Missing;M;UM;
DE;Rosenberg, Käthe;Rosenberg, Käte;1883;1960;DE;F;NU;"emigrated to London in 1939 with her sister Ilse Dernburg, lived together in Switzerland after WWII, cousin of Katia Mann (wiki sister: https://de.wikipedia.org/wiki/Ilse_Dernburg); 
translated works:
Sackville-West together with Hans B. Wagenseil https://www.fischerverlage.de/buch/vita-sackville-west-schloss-chevron-9783596906710 
Der Träumer. from French,Fischer, Berlin 1934; “Mitjas Liebe“ from Russian; Ginseng. Die Wurzel des Lebens, from Russian, Berlin: Fischer 1935; André Gide: Die Schule der Frauen. from French"
DE;Rubinstein, Hilde;NONE;1904;1997;DE;F;ME;"German painter and poet; member of the Communist Party of Germany (KPD) and due to that imprisoned in 1933; emigrated to the Netherlands in 1934 and to Sweden in 1935; lived in the Soviet Union from 1936 to 1937; was menaced to be extradited back to the German Reich as she was a supporter of Trotskyism, fled to Poland and back to Sweden"
DE;Rüdiger, Horst;NONE;1908;1984;DE;M;ME;"German scholar of classical philology, German and Romance studies; professor of literary studies in Bonn; translator of ancient poetry, publicist for Die Zeit; founded journal Arcadia: Internationale Zeitschrift für literarische Kultur; 1938-57 lecturer at different universities in Italy; professor in Mainz and Bonn; since 1961 member of Deutsche Akademie für Sprache und Dichtung (German Academy for Language and Literature) https://de.wikipedia.org/wiki/Horst_R%C3%BCdiger"
DE;Rüdiger, Lisa;NONE;Missing;Missing;Missing;F;ME;Translated from Italian (Manrico Bartolini)
DE;Rypp, Reinhard;NONE;Missing;Missing;Missing;M;MO;
DE;Saager, Adolf;Edger, A.S.;1879;1949;CH;M;MO;"Journalist, writer, translator; translated works by Ignazio Silone, Felice Filippini; wrote biographies about Henry Ford, Graf Zeppelin, Mussolini, Giuseppe Mazzini 
https://de.wikipedia.org/wiki/Adolf_Saager"
DE;Sachs, Nelly;NONE;1891;1970;DE;F;ME;"Jewish German-Swedish poet and playwright; fled to Sweden in 1940, Swedish citizenship in 1952; translated from Swedish; associated with Paul Celan"
DE;Saenger, Eduard;NONE;1880;1948;DE;M;NU;"born in Berlin, died in London, writes emigré poetry; 
https://www.deutsche-biographie.de/sfzS00278.html"
DE;Sahl, Hans;"Salomon, Hans; Floris, Franz; Munk, Peter; Salpeter";1902;1993;DE;M;MO;"critic, writer, translator; interned in France, fled in 1941 to the US; returned to Germany in 1953; translated works from Maxwell Anderson, Arthur Miller, Thornton Wilder, Tennessee Williams ... 
https://de.wikipedia.org/wiki/Hans_Sahl"
DE;Sander, Ernst;NONE;1898;1976;DE;M;GT;"German author and translator of French and English, associated with Stefan Zweig, Gerhart Hauptmann, Ricarda Huch, Thomas Mann; translates de Maupassant, Balzac, Flaubert
https://www.kotte-autographs.com/de/autograph/sander-ernst/"
DE;Sauter, Lilly;Sauter, Lilly von;1913;1972;AT;F;ME;"Austrian poet, lyricist and translator; born as Juliane Pleschner; from 1931 studied archaeology and art history in Vienna; Dr. phil. 1936; translated from French; married to the translator Heinz von Sauter; from 1945 arts journalist, worked at the Institut Français d’Innsbruck and as a curator https://de.wikipedia.org/wiki/Lilly_von_Sauter"
DE;Scavo-Otto, Eva;NONE;Missing;Missing;Missing;F;ME;Translated from Hungarian
DE;Schaeder, Hans Heinrich;NONE;1896;1957;DE;M;ME;"German Orientalist and Iranologist; studied classical philology in Kiel; 1919 PhD.; 1922 habilitation; 1922-26 professor in Breslau and Leipzig; sympathized with Nazism, but was respectful towards his Jewish colleagues"
DE;Schaefer-Rümelin, Maria;Schaeffer-Rümelin, Maria;1896;1966;DE;F;ME;Translated from French, especially André Gide
DE;Schäfer, Oda;Schaefer, Oda;1900;1988;DE;F;GT;"German poet and novelist; Berlin based; particular interest in the natural world, Romantic in outlook wins various literary prizes

https://kulturportal-west-ost.eu/biographien/schaefer-oda-3"
DE;Schalk, Fritz;NONE;1902;1980;"AT; DE";M;MO;"Literary scholar, translator; 
https://de.wikipedia.org/wiki/Fritz_Schalk"
DE;Scheffel, Helmut;NONE;1925;2010;DE;M;MO;"Journalist, translator; translated works by Roland Barthes, Michel Butor, Marcel Proust ..
https://de.wikipedia.org/wiki/Helmut_Scheffel"
DE;Schering, Emil;NONE;1873;1951;DE;M;"UM; GT";"German author, translator, editor; editor of the Berliner Herold; translated Strindberg; originally worked in Isadora Duncan’s dance school in Berlin https://de.wikipedia.org/wiki/Emil_Schering"
DE;Schickel, Joachim;NONE;1924;2002;DE;M;ME;"German Sinologist and writer; interest in mathematics, philosophy, Indology and classical languages; worked for Norddeutscher Rundfunk"
DE;Schiebelhuth, Hans;NONE;1895;1944;DE;M;MO;"Author, friends with Carl Zuckmayer, co-founder of Das Tribunal (1919-1921), more famous for his translations of Thomas Wolfe than his own writing, married an American and moved to the US in 1937 bc of his health
https://de.wikipedia.org/wiki/Hans_Schiebelhuth"
DE;Schlüter, B.;NONE;Missing;Missing;Missing;Missing;ME;Translated from French
DE;Schlüter, Marguerite;NONE;1928;2018;DE;F;ME;"German publisher and editor at the publishing house Limes Verlag; translated from English; editor for Gottfried Benn"
DE;Schmidt, Eckhart;NONE;1938;Missing;DE;M;ME;"German film director, producer, writer and photographer; worked as a film critic for Süddeutsche Zeitung, the monthly magazine Film and the Bayerischer Rundfunk television channel; translated Russian poetry"
DE;Schmied, Wieland;NONE;1929;2014;"AT; DE";M;ME;"Austrian-German art historian and critic, curator, literary scholar and writer; born in Germany, emigrated with his family to Austria in 1934; studied law at the University of Vienna; became Austrian citizen in 1949; rector from 1988 to 1993; director of art gallery Kestnergesellschaft in Hanover https://de.wikipedia.org/wiki/Wieland_Schmied"
DE;Schneider, Hans-Karl;NONE;1912;1991;DE;M;ME;"German translator, scholar of German and Hispanic studies and the Galician language and culture; PhD; professor of Spanish in Hamburg from 1970; 1933 acquainted with Galician author Vicente Risco (among the most important figures in the history of Galician literature) https://de.wikipedia.org/wiki/Hans_Karl_Schneider_(Romanist)"
DE;Schoen, Ernst;NONE;1894;1960;DE;M;"MO; NU";"Composer, writer, translator, radio producer; close friend of Walter Benjamin; was dismissed by the Nazis in 1933 because he had protected Jewish and socialist colleagues, arrested twice, emigrated to London and worked for the BBC, travelled through Germany in 1947 for the BBC, then returned to West-Berlin in 1952

https://de.wikipedia.org/wiki/Ernst_Schoen_(Komponist)"
DE;Schoenberner, Franz;NONE;1892;1970;DE;M;NU;"editor, writer, last editor of Simplicissimus (1929-33), had to flee Germany, exile in Switzerland, then France, articles in exile magazines, interned as “alien enemy” in France (1939), fled in 1941 to Marseille, then Lisbon, then to New York, paralyzed from the waist down (1951), died in New Jersey 
https://de.wikipedia.org/wiki/Franz_Schoenberner"
DE;Schopenhauer, Arthur;NONE;1788;1860;DE;M;"MO; WA";"German philosopher; translated Balthasar Gracian (quoted in Der Monat)
https://de.wikipedia.org/wiki/Arthur_Schopenhauer"
DE;Schor, Josua;NONE;Missing;Missing;Missing;Missing;MO;
DE;Schröder, Rudolf Alexander;NONE;1878;1962;DE;M;"ME; MO";"German translator, poet, painter, architect; member of the Bekennende Kirche (Confessing Church) which resisted Nazi Germany; founded journal Die Insel (later Insel-Verlag); translated Vergil, Horaz, Corneille, Racine, Molière, T. S. Eliot, Shakespeare; also translator of Flemish poetry https://de.wikipedia.org/wiki/Rudolf_Alexander_Schr%C3%B6der"
DE;Schult, Herta;NONE;Missing;Missing;Missing;F;ME;Translated from Russian
DE;Schürenberg, Walter;NONE;Missing;Missing;Missing;M;MO;https://www.kritikatur.de/Walter_Schuerenberg
DE;Schwarz, Freimut;NONE;1913;1994;DE;M;NU;"went to Paris with his Jewish teacher in 1933, then to England, Free German League of Culture, stayed in London after the war
http://www.poetenladen.de/antonin-dick-freimut-schwarz.htm"
DE;Schwarz, Friedrich;NONE;Missing;Missing;Missing;M;ME;Translated from English
DE;Schwedhelm, Karl;NONE;1915;1988;DE;M;GT;"German writer, translator, literary journalist, editor; translated from French into German
https://de.wikipedia.org/wiki/Karl_Schwedhelm_(Schriftsteller)"
DE;Schweinitz, Maria von;NONE;1889;1968;DE;F;MO;https://www.literaturport.de/literaturlandschaft/autoren-berlinbrandenburg/autor/maria-von-schweinitz/
DE;Schwertfeger, Bernhard;Schwerdtfeger, Bernhard;1868;1953;DE;M;WA;Prussian officer in WWI, subsequently foreign officer, researched causes of WWI, taught history at Technische Hochschule Hannover, honorary doctorate Göttingen, received various awards during Nazi period, subsequently considered persona non grata by the Soviets but allowed to publish in US zone. https://de.wikipedia.org/wiki/Bernhard_Schwertfeger
DE;Segal, Jacques;NONE;Missing;Missing;Missing;M;UM;
DE;Seidlin, Oskar;Brockhoff, Stefan;1911;1984;DE;M;WA;"German-American Germanist and author of crime and children’s literature; Jewish family, studied in Freiburg and in Frankfurt, 1933 emigration to Switzerland, PhD with Kinkernagel and Hoffmann-Krayer; 1938 emigration to US, worked in US Army Intelligence Division, return to Europe; then work at Ohio State University, then Indiana, prof of German. https://de.wikipedia.org/wiki/Oskar_Seidlin"
DE;Seiffhart, Arthur;NONE;1880;1959;Missing;M;MO;
DE;Serelmann-Küchler, Elisabeth;NONE;Missing;Missing;Missing;F;GT;"Father studies Romance languages, husband Hans killed by the SS
https://books.google.de/books?id=umB4DwAAQBAJ&pg=PA518&lpg=PA518&dq=serelmann-k%C3%BCchler&source=bl&ots=SqVXuZA6t3&sig=ACfU3U0Ba0zlSOEngiJTZog3UfKvGx-bAQ&hl=de&sa=X&ved=2ahUKEwjkoo_-h8HiAhVKK5oKHS5FDXwQ6AEwEHoECAgQAQ#v=onepage&q=serelmann-k%C3%BCchler&f=false"
DE;Siliava, Judith;NONE;Missing;Missing;DE;F;UM;"Wife of Karl Polak; described by Karel van het Reve as a tiny little Jewess who emigrated from Berlin to France, after Hitler came to power, before settling in the Netherlands. Polak-Siliava was the wife of the Dutch communist Karl Polak and an acquaintance of the well-known Slavic Studies scholar Karel van het Reve (Roegholt 109-111); also https://www.dbnl.org/tekst/_par009200001_01/_par009200001_01_0027.php"
DE;Spaltmann, Günther;NONE;Missing;Missing;Missing;M;ME;"Dr. phil; Assoc. Prof.; translated from English, French and Romanian "
DE;Spindler, Lore;NONE;Missing;Missing;DE;F;UM;"German sociologist, mentioned in article on marginalisation of women in the German social sciences. Has a PhD.
https://link.springer.com/chapter/10.1007%2F978-3-658-20477-8_3"
DE;Spiro, Mario;NONE;1883;1960;DE;M;UM;"Moved in same circles as Max Beckmann, painted by him
https://books.google.de/books?id=DPCjDwAAQBAJ&pg=PT512&lpg=PT512&dq=%22mario+spiro%22+1883&source=bl&ots=PQYviLMDfh&sig=ACfU3U1zsF1-fehGjValVFHyAuN46RL9BQ&hl=de&sa=X&ved=2ahUKEwjq1pSUq_HuAhUQ6qQKHYfaDvEQ6AEwEnoECAgQAg#v=onepage&q=%22mario%20spiro%22%201883&f=false"
DE;Stadelmayer, Peter;NONE;Missing;Missing;Missing;M;MO;
DE;Stammler, Heinrich;NONE;1912;2006;DE;M;"ME; GT";PhD 1937, embassy work, assistant Professor Northwestern University (1954-60), translator and poet
DE;Staudemeyer, Elsa;NONE;Missing;Missing;Missing;F;MO;
DE;Steil-Beuerle, Elisabeth;Beuerle, Elisabeth;1908;1985;DE;F;GT;"Mainz-based
https://www.mainz.de/medien/internet/downloads/Broschuere_Blick_auf_Mainzer_Frauen_WEB.pdf"
DE;Stein, Ernst Eduard;"Sattler, Andreas; Schmied, Friedrich Louis";1901;1968;AT;M;NU;"worked for BBC as a translator, William Butler Yeats specialist, Literature Nobel Prize in 1923, Jewish, emigrated to London after “Anschluss”, died in London 
https://zsue.de/wp-content/uploads/2018/12/Uebersetzen-1998-04.pdf
http://www.uelex.de/artiklar/Ernst_Eduard_STEIN"
DE;Stein, Lola;"Stern, Lola; Mené, Viola";1885;1959;DE;F;NU;"writer, Jewish, emigrated to GB (1939), died in London
https://de.wikipedia.org/wiki/Lola_Stein"
DE;Stephan, Toni;NONE;Missing;Missing;Missing;Missing;GT;Translated from Italian to German
DE;Stern, Gustav;NONE;Missing;Missing;Missing;M;UM;
DE;Sternberger, Dolf;NONE;1907;1989;DE;M;"MO; WA";"Political scientist and journalist; co-founder of Die Wandlung; founder of the Politische Vierteljahresschrift (PVS); German scholar of political science and journalist, editor of Frankfurter Zeitung until its ban in 1943, Jewish wife; Professor of Political Sciences at Heidelberg; particular interest in (mis)use of language during Nazi period.
https://de.wikipedia.org/wiki/Dolf_Sternberger"
DE;Strassova, Helena;Strassowa, Helena;Missing;Missing;Missing;F;GT;Marguerite Yourcenar’s translator, by 1962 living in US
DE;Strauch, Georg;Strauch-Orlow, Georg;1920;Missing;DE;M;ME;Writer and translator from Russian 
DE;Streller, Justus;NONE;Missing;Missing;Missing;M;MO;
DE;Stresau, Hermann;NONE;1894;1964;"US; DE";M;"ME; MO";"German writer, editor, critic and translator; born in Milwaukee, Wisconsin, grew up in Frankfurt am Main; 1912 studied German philology; 1929-33 worked as librarian in Berlin; lost job during Nazi period; member of Akademie für Sprache und Dichtung and honorary chairman of Schriftstellerverband Niedersachsen https://www.klett-cotta.de/autor/Hermann_Stresau/138288?bereich_subnavi=zusatzinfo"
DE;Strom, Gustav;NONE;Missing;Missing;Missing;M;MO;
DE;Stübel, Erna;NONE;Missing;Missing;Missing;F;WA; Stübel had a PhD by 1957. Possible link to Jewish intellectual circles.
DE;Studniczka, Hanns;NONE;1891;1975;"AT; DE";M;ME;"Austrian-German writer and translator; born in Austria, grew up in Germany; 1912 studied German philology, art history and law; 1924-26 secretary of legation in the Ministerium der auswärtigen Angelegenheiten des Freistaates Sachsen; 1926-33 civil servant (Regierungsrat) but sent into retirement in 1933; 1933-38 lived in Rome and on Capri; 1938 returned to Germany; translated from French, Italian and Spanish (Federico Fellini, Simone de Beauvoir, Voltaire) https://de.wikipedia.org/wiki/Hanns_Studniczka"
DE;Süskind, Wilhelm Emanuel;Süskind, Wilhelm Emanuel;1901;1970;DE;M;ME;"German writer, journalist, editor and translator; wrote for Nazi newspaper Das Reich; after 1945 worked for Süddeutsche Zeitung and attended the Nuremberg trials as reporter; from 1922 translator (Tania Blixen or Herman Melville); worked with Dolf Sternberger and Gerhard Storz on articles for column Aus dem Wörterbuch des Unmenschen in monthly magazine Die Wandlung https://de.wikipedia.org/wiki/Wilhelm_Emanuel_S%C3%BCskind"
DE;Sutro, Nettie;NONE;1889;1967;"DE; CH";F;MO;"Nettie Sutro-Katzenstein: historian, refugee worker and co-founder of the Comité d’aide aux enfants des émigrés allemands, translated the first works of Ignazio Silone into German 
https://de.wikipedia.org/wiki/Nettie_Sutro-Katzenstein"
DE;Szalay-Kleeborn, Hermine von;Kleeborn, Hermen von;1908;1978;AT;F;GT;"Austrian editor, poet, novelist, translator working from French, English and Italian
https://data.onb.ac.at/nlv_lex/perslex/K/Kleeborn_Hermen.htm"
DE;Taube, Otto von;NONE;1879;1973;DE;M;ME;"German writer, essayist, poet, translator; translated from Portuguese; associated with Hugo von Hofmannsthal and Rudolf Alexander Schröder; was sympathizer of Nazi regime (1923) at first, then changed his mind after the Munich Putsch in the same year, then declared opponent of the Nazi regime https://de.wikipedia.org/wiki/Otto_von_Taube"
DE;Tauber, Herbert;NONE;Missing;Missing;Missing;M;MO;
DE;Thiele-Fredersdorf, Herbert;NONE;Missing;Missing;Missing;M;MO;
DE;Thiersch, Adolf;NONE;Missing;Missing;Missing;M;ME;Translated from French, Spanish and Polish
DE;Tholen, Wilhelm;NONE;Missing;Missing;Missing;M;"NU; GT";"http://www.worldcat.org/identities/viaf-22831476/
published works from 1910-1996; Translated from English into German"
DE;Thomas, Walter;"Dorn, Hans Peter; Anderman, W. Th.";1908;1970;DE;M;NU;"playwright, theatre director, author, 1942 director of culture department in Reichspropagandaamt in Vienna, after WWII his work Vom Drama unserer Zeit was put on “Liste der auszusondernden Literatur” in Soviet occupational zone, was dismissed from his job at the city theatre in Bochum due to protests against him because of his actions during NS time (1949)
https://de.wikipedia.org/wiki/Walter_Thomas"
DE;Thorsch, Eduard;NONE;1895;1977;DE;M;MO;
DE;Tiel, Walter;NONE;1894;Missing;"PL; DE";M;"ME; MO";"German-Polish translator; grew up bilingual; 1915 studied architecture in Zürich, 1930 art studies in France"
DE;Titel, Britta;NONE;Missing;Missing;Missing;F;ME;Translated from Serbian 
DE;Tophoven, Elmar;NONE;1923;1989;DE;M;ME;"German translator; prisoner of war in WW2; studied Romance philology and theatre studies in Mainz; lecturer of German in Paris; associated with Samuel Beckett; translated from French; worked on several translations with his wife Erika Tophoven https://de.wikipedia.org/wiki/Elmar_Tophoven"
DE;Tornow, Friedrich;NONE;Missing;Missing;Missing;M;NU;- -
DE;Trebitsch, Siegfried;NONE;1868;1956;AT;M;"ME; NU";"Jewish Austrian playwright, translator, novelist and poet; translated from English and French; travelled Europe and North Africa in his youth, then lived in Vienna until the 1938 Anschluss; fled to Paris, awarded an honorary French citizenship in 1939 in recognition of his promotion of French culture in Germany; moved to Zurich after the invasion of France in 1940; (not sure if he translated a work by Shaw (1.1.1946), but is mentioned as Shaw’s translator in description of the German edition)"
DE;Treichlinger, Wilhelm Michael;NONE;1902;1973;AT;M;MO;"Writer, translator; studied acting, worked in various theatres in Wien, Berlin, Basel, Zürich; translated from English, French, Japanese, Chinese ...
https://de.wikipedia.org/wiki/Wilhelm_Michael_Treichlinger"
DE;Treuenfels, Therese;NONE;Missing;Missing;Missing;F;MO;
DE;Trugly, Edmund;NONE;Missing;Missing;Missing;M;MO;
DE;Uhde-Bernays, Hermann;NONE;1873;1965;DE;M;ME;"Scholar of German studies and art historian; studied law, then German philology and art history; 1902 PhD (Dr. phil.) Heidelberg; wrote art and theatre critic for Frankfurter Zeitung; from 1914 professor in Starnberg; 1937-45 banned from writing; 1951-53 member of Deutsche Akademie für Sprache und Dichtung; publisher of cultural magazines Leipziger Monatshefte and Cicerone https://de.wikipedia.org/wiki/Hermann_Uhde-Bernays"
DE;Ulrich, Robert A.;NONE;1888;1952;DE;M;NU;"diplomat, Jewish, dismissed from his post as assistant director of the commercial department of the foreign office in 1935, emigrated to GB, returned to Germany in 1950
https://de.wikipedia.org/wiki/Robert_Ulrich"
DE;Viebrock, Helmut;NONE;1912;1997;DE;M;ME;"Scholar of English studies; PhD; lecturer of English studies at the University of Cologne"
DE;Vordtriede, Werner;"Salasin, Werner; Stoutz, Werner";1915;1985;DE;M;ME;"German-American literary scholar, writer, editor and translator with Jewish ancestry on his mother's side; emigrated to Switzerland, then to the US; homosexual orientation; 1947-60 professor of German language and literature in Wisconsin and later in Munich; at the outbreak of WW2 (as a German passport holder) interned as enemy alien in France, but a few months later allowed to return to the US; PhD 1945"
DE;Vring, Georg von der;NONE;1889;1968;DE;M;GT;"German author and painter; belongs to Nazi circles, then 1938 novel that is clearly pacificist in nature; ambivalent figure; Wehrmacht officer, yet humanist values; after WW2 moves into nature poetry and translates from French and English, member of PEN
https://de.wikipedia.org/wiki/Georg_von_der_Vring"
DE;Vukic, Miodrag;NONE;1926;Missing;SERB;M;MO;"Literary scholar, translator; born in Belgrad, Nationality inferred
https://www.deutsche-digitale-bibliothek.de/person/gnd/120700426X"
