Language_area;Journal;Year;Issue_ID;Vol;No;Listed_Translator;Translator;Author;Title;Genre;SL;TL;Notes;
DE;ME;1961;165;15;11;Anon.;Anon.;Heller, Peter;Zu Freuds Briefen – Rezension zu: Sigmund Freud: Briefe 1873-1939;Book review;EN-AE;DE;;
DE;ME;1961;166;15;12;Sauter, Lilly;Sauter, Lilly;Yourcenar, Marguerite;Die imaginären Gefängnisse des Piranesi;Non-fictional prose;FR;DE;Essay;
DE;ME;1961;166;15;12;Anon.;Anon.;Pavese, Cesare;Die Freiheit;Fictional prose;IT;DE;Narrative from book “Racconti” (Einaudi, Turin, 1960);
DE;ME;1962;167;16;1;Tiel, Walter;Tiel, Walter;Gombrowicz, Witold;Bakakaj: Memoiren des Stefan Czarniecki;Fictional prose;PL;DE;A short story;
DE;ME;1962;168;16;2;Tophoven, Elmar;Tophoven, Elmar;Beckett, Samuel;Texte um nichts;Fictional prose;FR;DE;"Works of prose, written in 1950 (“textes pour rien”) and published in Paris; Becket was an Irish writer, playwright, theatre director, poet, and literary translator; wrote in French and English";
DE;ME;1962;168;16;2;Horst, Karl August;Horst, Karl August;Blanchot, Maurice;Samuel Beckett;Non-fictional prose;FR;DE;"Essay; first published in collection of essays (“Le livre à venir”, Gallimard, Paris)";
DE;ME;1962;169;16;3;Kemp, Friedhelm;Kemp, Friedhelm;Paulhan, Jean;Lobrede auf die informelle Kunst;Non-fictional prose;FR;DE;;
DE;ME;1962;169;16;3;Buri, Friedrich W.;Buri, Friedrich W.;Vroman, Leo;Die Götter;Poetry;DU;DE;" Part of a group of 4 poems titled ""Gedichte""";
DE;ME;1962;169;16;3;Buri, Friedrich W.;Buri, Friedrich W.;Vroman, Leo;Friede;Poetry;DU;DE;" Part of a group of 4 poems titled ""Gedichte""";
DE;ME;1962;169;16;3;Buri, Friedrich W.;Buri, Friedrich W.;Vroman, Leo;Mensch;Poetry;DU;DE;" Part of a group of 4 poems titled ""Gedichte""";
DE;ME;1962;169;16;3;Buri, Friedrich W.;Buri, Friedrich W.;Vroman, Leo;Regeneration;Poetry;DU;DE;" Part of a group of 4 poems titled ""Gedichte""";
DE;ME;1962;169;16;3;Kesser, Armin;Kesser, Armin;Svevo, Italo;Aus den Tagebuchblättern und Notizen;Life-writing;IT;DE;Excerpts from the journal “Saggi e pagine sparse” (1954);
DE;ME;1962;170;16;4;Horst, Karl August;Horst, Karl August;Borges, Jorge Luis;Gedicht von den Gaben;Poetry;SP;DE;" Part of a group of 3 poems titled ""Gedichte""";
DE;ME;1962;170;16;4;Bock, Werner;Bock, Werner;Borges, Jorge Luis;Matthäus XXV, 30;Poetry;SP;DE;" Part of a group of 3 poems titled ""Gedichte""";
DE;ME;1962;170;16;4;Bock, Werner;Bock, Werner;Borges, Jorge Luis;Der Friedhof La Recoleta;Poetry;SP;DE;" Part of a group of 3 poems titled ""Gedichte""";
DE;ME;1962;171;16;5;Horst, Karl August;Horst, Karl August;Butor, Michel;Die Krise der Science Fiction;Non-fictional prose;FR;DE;;
DE;ME;1962;171;16;5;Gerhardt, Renate;Gerhardt, Renate;Nabokov, Vladimir;Lance;Fictional prose;EN-AE;DE;"Narrative; first published in the American magazine “The New Yorker” in 1953";
DE;ME;1962;172;16;6;Stresau, Hermann;Stresau, Hermann;Steiner, George;Der Rückzug vom Wort;Non-fictional prose;EN-AE;DE;"Franco-American literary critic, essayist, philosopher, novelist, and educator; Steiner grew up with three languages: German, English, and French";
DE;ME;1962;172;16;6;Schult, Herta;Schult, Herta;Jewtuschenko, Jewgenij Alexandrowitsch;Die vierte Bürgerstrasse;Fictional prose;RU;DE;;
DE;ME;1962;173;16;7;Winger, Ilse;Winger, Ilse;Dobzhansky, Theodosius;Der Mensch und die natürliche Auslese;Non-fictional prose;EN-AE;DE;"Ukrainian American geneticist and evolutionary biologist; article in Merkur is an essay which was first published in his book “Mankind Evolving”";
DE;ME;1962;174;16;8;Taube, Otto von;Taube, Otto von;Ungaretti, Giuseppe;Das Notizbuch des alten Mannes;Poetry;IT;DE;;
DE;ME;1962;175;16;9;Baumgart, Hildegard;Baumgart, Hildegard;Guillén, Jorge;Federico García Lorca;Non-fictional prose;SP;DE;A study;
DE;ME;1962;176;16;10;NONE;NONE;NONE;NONE;NONE;NONE;NONE;;
DE;ME;1962;177;16;11;Sauter, Lilly;Sauter, Lilly;Cioran, E. M.;Wider die Zivilisation: Eine Schmährede;Non-fictional prose;FR;DE;Essay (“Portrait du Civilisé”), published in “Nouvelle Revue Française”;
DE;ME;1962;177;16;11;Farny, Erika;Farny, Erika;Torga, Miguel;Bambo, die Kröte;Fictional prose;PT-E;DE; Part of a group of 2 texts titled „Zwei Tierfabeln“;
DE;ME;1962;177;16;11;Farny, Erika;Farny, Erika;Torga, Miguel;Vinzenz, der Rabe;Fictional prose;PT-E;DE; Part of a group of 2 texts titled „Zwei Tierfabeln“;
DE;ME;1962;177;16;11;Winterfeld, Hans Jürgen von;Winterfeld, Hans Jürgen von;Vivanco, Luis Felipe;El Descampado;Poetry;SP;DE;;
DE;ME;1962;178;16;12;NONE;NONE;NONE;NONE;NONE;NONE;NONE;;
DE;ME;1963;179;17;1;Ege, Friedrich;Ege, Friedrich;Lundkvist, Artur;In der Zeit der Wasserstoffbombe;Poetry;SE;DE;;
DE;ME;1963;179;17;1;Möring, Richard;Möring, Richard;Mallarmé, Stéphane;Autre Eventail de Mademoiselle Mallarmé;Poetry;FR;DE;;
DE;ME;1963;179;17;1;Anon.;Anon.;Weiss, Peter;Pariser Journal;Fictional prose;SE;DE;German writer, painter, graphic artist, and experimental filmmaker of adopted Swedish nationality who wrote in German and Swedish;
DE;ME;1963;180;17;2;NONE;NONE;NONE;NONE;NONE;NONE;NONE;;
DE;ME;1963;181;17;3;Dedecius, Karl;Dedecius, Karl;Różewicz, Tadeusz;Polnische Lyrik der Gegenwart;Poetry;PL;DE;Collection of poems;
DE;ME;1963;181;17;3;Anon.;Anon.;Herbert, Zbigniew;Polnische Lyrik der Gegenwart;Poetry;PL;DE;Collection of poems;
DE;ME;1963;181;17;3;Anon.;Anon.;Weiss, Peter;Pariser Journal II;Fictional prose;SE;DE;"Part 2; part 1 in Vol. 179, 1963";
DE;ME;1963;181;17;3;Wuthenow, Ralph Rainer;Wuthenow, Ralph Rainer;Dazai, Osamu;Kirschen;Life-writing;JP;DE;;
DE;ME;1963;182;17;4;NONE;NONE;NONE;NONE;NONE;NONE;NONE;;
DE;ME;1963;183;17;5;Dedecius, Karl;Dedecius, Karl;Popa, Vasko;Jugoslawische Lyrik der Gegenwart;Poetry;RO;DE;Serbian poet of Romanian descent;
DE;ME;1963;183;17;5;"Titel, Britta; Miodrag, Vukié";"Titel, Britta; Miodrag, Vukié";Pavlovic, Miodrag;Jugoslawische Lyrik der Gegenwart;Poetry;SERB;DE;Serbian poet, physician writer, critic and academic;
DE;ME;1963;183;17;5;Schmied, Wieland;Schmied, Wieland;Motokiyo, Seami;Kakitsubata (Die Zeitlose);Drama;JP;DE;;
DE;ME;1963;183;17;5;Leonhard, Kurt;Leonhard, Kurt;Leiris, Michel;Auf dem Floß der Medusa;Life-writing;FR;DE;;
DE;ME;1963;184;17;6;Zimmer, Dieter E.;Zimmer, Dieter E.;Nabokov, Vladimir;Mein erstes Gedicht;Life-writing;EN-AE;DE;"Essay from autobiographical memoir “Speak Memory”; Nabokov was a Russian-American novelist, poet, translator, and entomologist";
DE;ME;1963;185;17;7;Anon.;Anon.;Brzezinski, Zbigniew;Das kommunistische Schisma und der Westen;Non-fictional prose;EN-AE;DE;"Essay published in journal “journal affairs” at Columbia university in April 1963; Brzeziński was a Polish-American diplomat and political scientist";
DE;ME;1963;185;17;7;"Schmidt, Eckhart; Kaempfe, Alexander";"Schmidt, Eckhart; Kaempfe, Alexander";Wosnessenski, Andrei;Lied der Ophelia;Poetry;RU;DE;" Part of a group of 4 poems titled ""Gedichte""";
DE;ME;1963;185;17;7;"Schmidt, Eckhart; Kaempfe, Alexander";"Schmidt, Eckhart; Kaempfe, Alexander";Wosnessenski, Andrei;Gegenschein der Augen;Poetry;RU;DE;" Part of a group of 4 poems titled ""Gedichte""";
DE;ME;1963;185;17;7;"Schmidt, Eckhart; Kaempfe, Alexander";"Schmidt, Eckhart; Kaempfe, Alexander";Wosnessenski, Andrei;Zweites Eingangsgedicht;Poetry;RU;DE;" Part of a group of 4 poems titled ""Gedichte""";
DE;ME;1963;185;17;7;"Schmidt, Eckhart; Kaempfe, Alexander";"Schmidt, Eckhart; Kaempfe, Alexander";Wosnessenski, Andrei;Abschied vom Polytechnischen Museum;Poetry;RU;DE;" Part of a group of 4 poems titled ""Gedichte""";
DE;ME;1963;185;17;7;Schult, Herta;Schult, Herta;Aksjonow, Wassili Pawlowitsch;Auf halbem Weg zum Mond;Fictional prose;RU;DE;;
DE;ME;1963;186;17;8;Granzow, Brigitte;Granzow, Brigitte;Arendt, Hannah;Adolf Eichmann: Von der Banalität des Bösen;Non-fictional prose;EN-AE;DE;;
DE;ME;1963;187;17;9;Hesse, Eva;Hesse, Eva;Pound, Ezra;Canto XIII;Poetry;EN-AE;DE;;
DE;ME;1963;187;17;9;Lindemann, Helmut;Lindemann, Helmut;Mumford, Lewis;Der Mythos von Megalopolis;Non-fictional prose;EN-AE;DE;Excerpts from the book “The city in the history”;
DE;ME;1963;188;17;10;Anon.;Anon.;Bratt, Peter;Über einen zweifelhaften Strafrechtsparagraphen: Ein Streitgespräch;Life-writing;SE;DE;;
DE;ME;1963;188;17;10;Sauter, Lilly;Sauter, Lilly;Yourcenar, Marguerite;Theseus – Aspekte einer Sage;Non-fictional prose;FR;DE;"Essay; part of a study (“Le mystère d'Alceste suivi de Qui n’a pas son Minotaure ?”)";
DE;ME;1963;189;17;11;Horst, Karl August;Horst, Karl August;Chiaromonte, Nicola;Bild und Wort: Anmerkungen zum intellektuellen Film ;Non-fictional prose;IT;DE;;
DE;ME;1963;190;17;12;Emmerich, Leo;Emmerich, Leo;Toynbee, Arnold J.;Europa, der Gemeinsame Markt und England;Non-fictional prose;EN-BE;DE;;
DE;ME;1963;190;17;12;"Vordtriede, Werner; Enzensberger, Christian";"Vordtriede, Werner; Enzensberger, Christian";"Trypanis, C. A.; Seferis, Giorgos";Griechische Dichtung der Gegenwart;Poetry;GR;DE;;
DE;ME;1964;191;18;1;Fried, Erich;Fried, Erich;Rokeah, David;Zeit;Poetry;HEB;DE;" Part of a group of 6 poems titled ""Gedichte""";
DE;ME;1964;191;18;1;Fried, Erich;Fried, Erich;Rokeah, David;Wie Gemälde;Poetry;HEB;DE;" Part of a group of 6 poems titled ""Gedichte""";
DE;ME;1964;191;18;1;Fried, Erich;Fried, Erich;Rokeah, David;Gericht;Poetry;HEB;DE;" Part of a group of 6 poems titled ""Gedichte""";
DE;ME;1964;191;18;1;Fried, Erich;Fried, Erich;Rokeah, David;Anklage;Poetry;HEB;DE;" Part of a group of 6 poems titled ""Gedichte""";
DE;ME;1964;191;18;1;Fried, Erich;Fried, Erich;Rokeah, David;Erinnerungen;Poetry;HEB;DE;" Part of a group of 6 poems titled ""Gedichte""";
DE;ME;1964;191;18;1;Fried, Erich;Fried, Erich;Rokeah, David;Adar;Poetry;HEB;DE;" Part of a group of 6 poems titled ""Gedichte""";
DE;ME;1964;191;18;1;Rubinstein, Hilde;Rubinstein, Hilde;Strindberg, August;Über den Zerfall im künstlerischen Schaffen;Non-fictional prose;FR;DE;"Essay published in French journal “Revues des revues,” November 1894; Strindberg was a Swedish playwright, novelist, poet, essayist and painter who wrote in Swedish and in French";
DE;ME;1964;191;18;1;Rubinstein, Hilde;Rubinstein, Hilde;Brandell, Gunnar;Der moderne Strindberg;Non-fictional prose;SE;DE;;
DE;ME;1964;192;18;2;NONE;NONE;NONE;NONE;NONE;NONE;NONE;;
DE;ME;1964;193;18;3;Meyer-Clason, Curt;Meyer-Clason, Curt;Guimarães Rosa, João;Der Teufel im Wirbelwind;Fictional prose;PT-B;DE;First pages of the novel “Grande Sertão: Veredas” published in 1956;
DE;ME;1964;194;18;4;Lorch, Fritz;Lorch, Fritz;Auden, W. H.;Shakespeares Welttheater;Non-fictional prose;EN-BE;DE;Essay (“The Globe“);
DE;ME;1964;194;18;4;Scavo-Otto, Eva;Scavo-Otto, Eva;Déry, Tibor;Besuch;Fictional prose;HU;DE;A narrative;
DE;ME;1964;195;18;5;NONE;NONE;NONE;NONE;NONE;NONE;NONE;;
DE;ME;1964;196;18;6;Borchers, Elisabeth;Borchers, Elisabeth;Jouve, Pierre Jean;Paulina 1880;Fictional prose;FR;DE;;
DE;ME;1964;197;18;7;Schlüter, Marguerite;Schlüter, Marguerite;Hutchins, Maude;Konversationsstück;Fictional prose;EN-AE;DE;;
DE;ME;1964;197;18;7;Anon.;Anon.;Walker, James Robert;Irisches Zeugnis: Brendan Behan (+ 20.3.1964);Non-fictional prose;EN-BE;DE;;
DE;ME;1964;198;18;8;Arendt, Erich;Arendt, Erich;Hernández, Miguel;[Untitled];Poetry;SP;DE;" Part of a group of 5 poems titled ""Gedichte""";
DE;ME;1964;198;18;8;Arendt, Erich;Arendt, Erich;Hernández, Miguel;Das Sausen der vollkommenen Wunde;Poetry;SP;DE;" Part of a group of 5 poems titled ""Gedichte""";
DE;ME;1964;198;18;8;Arendt, Erich;Arendt, Erich;Hernández, Miguel;[Untitled];Poetry;SP;DE;" Part of a group of 5 poems titled ""Gedichte""";
DE;ME;1964;198;18;8;Arendt, Erich;Arendt, Erich;Hernández, Miguel;[Untitled];Poetry;SP;DE;" Part of a group of 5 poems titled ""Gedichte""";
DE;ME;1964;198;18;8;Arendt, Erich;Arendt, Erich;Hernández, Miguel;[Untitled];Poetry;SP;DE;" Part of a group of 5 poems titled ""Gedichte""";
DE;ME;1964;198;18;8;Tophoven, Elmar;Tophoven, Elmar;Sarraute, Nathalie;Das Schweigen: Ein Hörspiel;Drama;FR;DE;;
DE;ME;1964;199;18;9;Halm, Wolfgang;Halm, Wolfgang;Ortega y Gasset, José;Das römische Beispiel;Non-fictional prose;SP;DE;;
DE;ME;1964;199;18;9;Dedecius, Karl;Dedecius, Karl;Herbert, Zbigniew;Aus der mythologie;Poetry;PL;DE;Part of a group of 9 prose poems titled „Ironische Gedichte in Prosa“;
DE;ME;1964;199;18;9;Dedecius, Karl;Dedecius, Karl;Herbert, Zbigniew;Russisches märchen;Poetry;PL;DE;Part of a group of 9 prose poems titled „Ironische Gedichte in Prosa“;
DE;ME;1964;199;18;9;Dedecius, Karl;Dedecius, Karl;Herbert, Zbigniew;Mauer;Poetry;PL;DE;Part of a group of 9 prose poems titled „Ironische Gedichte in Prosa“;
DE;ME;1964;199;18;9;Dedecius, Karl;Dedecius, Karl;Herbert, Zbigniew;Des kaisers traum;Poetry;PL;DE;Part of a group of 9 prose poems titled „Ironische Gedichte in Prosa“;
DE;ME;1964;199;18;9;Dedecius, Karl;Dedecius, Karl;Herbert, Zbigniew;Klassiker;Poetry;PL;DE;Part of a group of 9 prose poems titled „Ironische Gedichte in Prosa“;
DE;ME;1964;199;18;9;Dedecius, Karl;Dedecius, Karl;Herbert, Zbigniew;In der bibliothek;Poetry;PL;DE;Part of a group of 9 prose poems titled „Ironische Gedichte in Prosa“;
DE;ME;1964;199;18;9;Dedecius, Karl;Dedecius, Karl;Herbert, Zbigniew;Gegenstände;Poetry;PL;DE;Part of a group of 9 prose poems titled „Ironische Gedichte in Prosa“;
DE;ME;1964;199;18;9;Dedecius, Karl;Dedecius, Karl;Herbert, Zbigniew;Paradies der theologen;Poetry;PL;DE;Part of a group of 9 prose poems titled „Ironische Gedichte in Prosa“;
DE;ME;1964;199;18;9;Dedecius, Karl;Dedecius, Karl;Herbert, Zbigniew;Teufel;Poetry;PL;DE;Part of a group of 9 prose poems titled „Ironische Gedichte in Prosa“;
DE;ME;1964;200;18;"10; 11";Horst, Karl August;Horst, Karl August;"Ernst, Robert Curtius; Ortega y Gasset, José";Ein Briefwechsel;Life-writing;SP;DE;;
DE;ME;1964;200;18;"10; 11";Demetz, Peter;Demetz, Peter;Halas, František;Europa;Poetry;CZ;DE;;
DE;ME;1964;200;18;"10; 11";Sauter, Lilly;Sauter, Lilly;Yourcenar, Marguerite;Tiefer Strom, dunkler Fluß: Zur Poesie der Negro-Spirituals;Non-fictional prose;FR;DE;"A study; “Fleuve profond, sombre rivière”";
DE;ME;1964;201;18;12;Anon.;Anon.;Andrade, Carlos Drummond de;José;Poetry;PT-B;DE;;
DE;ME;1964;201;18;12;Horst, Karl August;Horst, Karl August;Borges, Jorge Luis;Die Mauer und die Bücher;Non-fictional prose;SP;DE;;
DE;ME;1965;202;19;1;Hesse, Eva;Hesse, Eva;Jeffers, Robinson;Mythen;Poetry;EN-AE;DE; Part of a group of 2 poems titled „Gedichte aus dem Nachlaß“;
DE;ME;1965;202;19;1;Hesse, Eva;Hesse, Eva;Jeffers, Robinson;Ende der Welt;Poetry;EN-AE;DE; Part of a group of 2 poems titled „Gedichte aus dem Nachlaß“;
DE;ME;1965;203;19;2;Hesse, Eva;Hesse, Eva;Eliot, T. S.;Gerontion;Poetry;EN-BE;DE;;
DE;ME;1965;204;19;3;Brońska-Pampuch, Wanda;Brońska-Pampuch, Wanda;Kolakowski, Leszek;Erbauliche Geschichten aus der Heiligen Schrift zur Lehre und zur Warnung;Fictional prose;PL;DE;;
DE;ME;1965;205;19;4;NONE;NONE;NONE;NONE;NONE;NONE;NONE;;
DE;ME;1965;206;19;5;NONE;NONE;NONE;NONE;NONE;NONE;NONE;;
DE;ME;1965;207;19;6;NONE;NONE;NONE;NONE;NONE;NONE;NONE;;
DE;ME;1965;208;19;7;Anon.;Anon.;Nossak, Hans Erich;Proligio: Ein Traktat über die Zukunft des Menschen;Non-fictional prose;EN-AE;DE;Written for the University of California, published in an anthology (“Modern prophets speak for man”);
DE;ME;1965;209;19;8;Hasenclever, Walter;Hasenclever, Walter;Bellow, Saul;Herzogs Briefe;Fictional prose;EN-AE;DE;;
DE;ME;1965;210;19;9;Schickel, Joachim;Schickel, Joachim;Tse-Tung, Mao;Ch‘ang-sha;Poetry;CH;DE; Part of a group of 8 poems titled „Gedichte“;
DE;ME;1965;210;19;9;Schickel, Joachim;Schickel, Joachim;Tse-Tung, Mao;Ch‘ung-yang Fest;Poetry;CH;DE; Part of a group of 8 poems titled „Gedichte“;
DE;ME;1965;210;19;9;Schickel, Joachim;Schickel, Joachim;Tse-Tung, Mao;K‘un-lun;Poetry;CH;DE; Part of a group of 8 poems titled „Gedichte“;
DE;ME;1965;210;19;9;Schickel, Joachim;Schickel, Joachim;Tse-Tung, Mao;Für Liu Ya-tzu;Poetry;CH;DE; Part of a group of 8 poems titled „Gedichte“;
DE;ME;1965;210;19;9;Schickel, Joachim;Schickel, Joachim;Tse-Tung, Mao;Schwimmen;Poetry;CH;DE; Part of a group of 8 poems titled „Gedichte“;
DE;ME;1965;210;19;9;Schickel, Joachim;Schickel, Joachim;Tse-Tung, Mao;Ode an die Winterkirsche;Poetry;CH;DE; Part of a group of 8 poems titled „Gedichte“;
DE;ME;1965;210;19;9;Schickel, Joachim;Schickel, Joachim;Tse-Tung, Mao;Winterwolken;Poetry;CH;DE; Part of a group of 8 poems titled „Gedichte“;
DE;ME;1965;210;19;9;Schickel, Joachim;Schickel, Joachim;Tse-Tung, Mao;Für Kuo Mo-jo;Poetry;CH;DE; Part of a group of 8 poems titled „Gedichte“;
DE;ME;1965;211;19;10;Fried, Erich;Fried, Erich;Rokeah, David;Wolkenstunde;Poetry;HEB;DE; Part of a group of 5 poems titled „Neue Gedichte“;
DE;ME;1965;211;19;10;Fried, Erich;Fried, Erich;Rokeah, David;Aus Narben;Poetry;HEB;DE; Part of a group of 5 poems titled „Neue Gedichte“;
DE;ME;1965;211;19;10;Fried, Erich;Fried, Erich;Rokeah, David;Besser nicht;Poetry;HEB;DE; Part of a group of 5 poems titled „Neue Gedichte“;
DE;ME;1965;211;19;10;Fried, Erich;Fried, Erich;Rokeah, David;Schon Herbst;Poetry;HEB;DE; Part of a group of 5 poems titled „Neue Gedichte“;
DE;ME;1965;211;19;10;Fried, Erich;Fried, Erich;Rokeah, David;Wieder Licht;Poetry;HEB;DE; Part of a group of 5 poems titled „Neue Gedichte“;
DE;ME;1965;212;19;11;Anon.;Anon.;Steiner, George;Aufzeichnung eines Überlebenden;Life-writing;EN-AE;DE;;
DE;ME;1965;212;19;11;Dietz, Günter;Dietz, Günter;Ritsos, Jannis;Aus den „Zeugenerklärungen“;Poetry;GR;DE;;
DE;ME;1965;212;19;11;Kemp, Friedhelm;Kemp, Friedhelm;Jouhandeau, Marcel;Veronicaeana;Fictional prose;FR;DE;;
DE;ME;1965;213;19;12;Dedecius, Karl;Dedecius, Karl;Milosz, Czeslaw;Armer Poet;Non-fictional prose;PL;DE;;
DE;MO;1948;1;NONE;1;Anon.;Doblhofer, Ernst;Russell, Bertrand;Der Weg zum Weltstaat;Non-fictional prose;EN-BE;DE;"B; 1951: german edition of Russell’s Unpopular Essays was translated by Doblhofer but includes a passage thanking Der Monat for the use of their translations";
DE;MO;1948;1;NONE;1;Anon.;Doblhofer, Ernst;Toynbee, Arnold J.;Bewährung des Westens;Non-fictional prose;EN-BE;DE;"B: Civilization on Trial; german translation (Kultur am Scheidewege by Doblhofer) 1949 ";
DE;MO;1948;1;NONE;1;Anon.;Anon.;Koestler, Arthur;Brief aus Tel Aviv: Die umgestülpte Pyramide;Non-fictional prose;EN-BE;DE;unsure if translated;
DE;MO;1948;1;NONE;1;Anon.;Anon.;Middleton, Drew;Sowjet-Russland ohne Propaganda. Berichte eines Auslands-Korrespondenten (1/2);Non-fictional prose;EN-AE;DE;;
DE;MO;1948;1;NONE;1;Anon.;Anon.;Calder, Ritchie;Brief aus Mexiko City: Vulkanausbruch in Zeitlupe;Non-fictional prose;EN-BE;DE;;
DE;MO;1948;1;NONE;1;Anon.;"Laporte, Luise; Grote, Gertrud";Santayana, George;Die kleinen Sorgen ;Quotation;EN-AE;DE;"short excerpt; B: Der letzte Puritaner (1936)";
DE;MO;1948;1;NONE;1;Anon.;Anon.;Sartre, Jean-Paul;Man schreibt für seine Zeit;Non-fictional prose;FR;DE;;
DE;MO;1948;1;NONE;1;Anon.;Anon.;Kallas, Hillar;Brief aus Helsinki: Finnland steht fest;Non-fictional prose;FI;DE;unsure if translated;
DE;MO;1948;1;NONE;1;Schiebelhuth, Hans;Schiebelhuth, Hans;Wolfe, Thomas;Dunkel im Walde, fremd wie die Zeit. Eine Erzählung;Fictional prose;EN-AE;DE;"B; source: Vom Tod zum Morgen (1935)+ bio Wolfe; commentary";
DE;MO;1948;1;NONE;1;Anon.;Reinhard, Ernst;Wolfe, Thomas;Something has spoken to me in the night / Irgendwas sprach zu mir in der Nacht;Fictional prose;EN-AE;DE;"B; bilingual presentation; printed like a poem but actually a quote from You Can’t Go Home Again (1940), german translation: Es führt kein Weg zurück (1942)";
DE;MO;1948;1;NONE;1;Anon.;Schiebelhuth, Hans;Wolfe, Thomas;Heimweh in Paris. Aus dem Tagebuch eines Romans;Life-writing;EN-AE;DE;"B; source: The Story of a Novel (1936), german translation in Uns bleibt die Erde (1951)";
DE;MO;1948;1;NONE;1;Anon.;Anon.;Wolfe, Thomas;„Alles war so ganz anders ...“ Aus einem Brief;Life-writing;EN-AE;DE;"excerpt; letter from Wolfe to Heinz Ledig (Rowohlt)";
DE;MO;1948;1;NONE;1;Anon.;Anon.;Kazin, Alfred;Rhetorik und Verzweiflung;Non-fictional prose;EN-AE;DE;(about Wolfe);
DE;MO;1948;1;NONE;1;Anon.;Anon.;Pritchett, V. S.;Archaisches Lukanien;Book review;EN-BE;DE;BR: Carlo Levi: Christus kam nur bis Eboli;
DE;MO;1948;1;NONE;1;Anon.;Anon.;Frank, Waldo;Rom auf der Marionettenbühne;Book review;EN-AE;DE;BR: Thornton Wilder: The Ides of March;
DE;MO;1948;1;NONE;1;Anon.;Anon.;West, Rebecca;Geliebter und gehaßter Churchill;Book review;EN-BE;DE;"BR: Winston Churchill: Memoiren, Band I; likely translated from: Saturday Review (19.06.1948, Vol.  I, No.25) ";
DE;MO;1948;1;NONE;1;Anon.;Anon.;Shub, Boris;Lüge und Illusion;Book review;EN-AE;DE;BR: David Dallin und Boris Nikolajewsky: Zwangsarbeit in Sowjet-Rußland;
DE;MO;1948;1;NONE;1;Anon.;Anon.;Crossman, Richard;Dr. Goebbels privat;Book review;EN-BE;DE;"BR: Joseph Goebbels Tagebücher; likely translated from: The New Statesman and Nation (03.04.1948, XXV, No. 891: 277)";
DE;MO;1948;1;NONE;1;Anon.;Anon.;Otis Hivnor, Mary;Jean-Louis Barrault und das magische Theater;Non-fictional prose;EN-AE;DE;J: Barrault and Artaud, in: Parisian Review (March 1948, Vol. 15, No. 3);
DE;MO;1948;1;NONE;1;Anon.;Anon.;Agee, James;Eisensteins letztes Werk;Non-fictional prose;EN-AE;DE;;
DE;MO;1948;1;NONE;1;Anon.;Anon.;Spender, Stephen;Besuch bei Picasso (excerpt from: European Witness (1946));Life-writing;EN-BE;DE;B: European Witness (1946);
DE;MO;1948;1;NONE;1;Anon.;Anon.;Greenberg, Clement;Berliner Kunstschätze in den USA;Non-fictional prose;EN-AE;DE;;
DE;MO;1948;1;NONE;1;Anon.;Anon.;Bowra, C. M.;Ein italienischer Lyriker. Salvatore Quasimodo;Non-fictional prose;EN-BE;DE;"J: Horizon (1947); includes translated poems from Quasimodo";
DE;MO;1948;2;NONE;2;Anon.;Anon.;Ward, Barbara;Ist der Krieg mit Russland unvermeidlich?;Non-fictional prose;EN-BE;DE;;
DE;MO;1948;2;NONE;2;Anon.;Anon.;Hook, Sidney;Drei Grundzüge westlichen Denkens;Non-fictional prose;EN-AE;DE;;
DE;MO;1948;2;NONE;2;Anon.;Anon.;Burnham, James;Vom Wesen des Kommunismus;Non-fictional prose;EN-AE;DE;"B; chapter: The Struggle for the World (1947)";
DE;MO;1948;2;NONE;2;Baudisch, Paul;Baudisch, Paul;Hemingway, Ernest;Abendessen im Hotel Gaylord;Fictional prose;EN-AE;DE;"B; chapter: Wem die Stunde schlägt (1941)";
DE;MO;1948;2;NONE;2;Anon.;Anon.;McCallum, Neil;Brief aus Südfrankreich: Stiere in Arles;Non-fictional prose;EN-BE;DE;;
DE;MO;1948;2;NONE;2;Anon.;Anon.;Middleton, Drew;Sowjet-Russland ohne Propaganda. Berichte eines Auslands-Korrespondenten (2/2);Non-fictional prose;EN-AE;DE;;
DE;MO;1948;2;NONE;2;Anon.;Anon.;Shub, Boris;Revolution im November. Aus Anlaß von zwei Jahrestagen;Non-fictional prose;EN-AE;DE;;
DE;MO;1948;2;NONE;2;Anon.;Anon.;Kazin, Alfred;Keine wackere neue Welt mehr!;Book review;EN-AE;DE;"BR: Aldous Huxley: Ape and Essence; possibly translated from New York Herald Tribune Weekly Book Review (22.08.1948)";
DE;MO;1948;2;NONE;2;Anon.;Anon.;Huxley, Aldous;Der Augenblick;Quotation;EN-BE;DE;"short excerpt; B: Jesting Pilate";
DE;MO;1948;2;NONE;2;Anon.;Anon.;Olivier, Laurence;Dreimal Hamlet (1/3);Non-fictional prose;EN-BE;DE;pictures taken from LIFE ;
DE;MO;1948;2;NONE;2;Anon.;Anon.;Mauriac, Claude;Dreimal Hamlet (2/3);Non-fictional prose;FR;DE;;
DE;MO;1948;2;NONE;2;Anon.;Anon.;Herring, Robert;Dreimal Hamlet (3/3);Non-fictional prose;EN-BE;DE;;
